Id,Source,HasRoom,AccoTypeId,Latitude,Longitude,Shortname,IsBookable,Zip,City,Name,Phone,Street,Website,Language,CountryCode
C0DFA0C576D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.55519,11.742016,Apartments Pitla Cësa,False,39048.0,Selva - Val Gardena,Apartments Pitla Cësa,+39 376 0687771,Str. La Sëlva 57,http://www.pitlacesa.com,it,IT
824D87AF29E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5722,11.6792,Apartments Pitla Sotria,False,39046.0,Ortisei - Val Gardena,Apartments Pitla Sotria,+39 0471 797368,Str. Pitla Sotria 12,http://www.pitlasotria.it,it,IT
C0DFA28876D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.559474,11.7548,Apartments Pitscheider Klaus,False,39048.0,Selva - Val Gardena,Apartments Pitscheider Klaus,+39 0471 773370,Str. Daunëi 22,,it,IT
C0DFA08876D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.5575,11.7299,Apartments Pivan,False,39048.0,Selva - Val Gardena,Apartments Pivan,+39 333 2397698,Str. Ruacia 24,http://www.pivan.it,it,IT
824D864129E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.579162,11.661686,Apartments Pizaut,False,39046.0,Ortisei - Val Gardena,Apartments Pizaut,+39 0471 786250,Via Scurciá 117,http://www.apartment4.holiday/apartment.php?ap=pizaut,it,IT
039B96E0749AD7010536D6DAFE8A2FAA_REDUCED,LTS,False,BedBreakfast,46.5596,11.744729,Apartments Pizuela,False,39048.0,Selva - Val Gardena,Apartments Pizuela,+39 339 4150341,Str. La Poza 26,http://www.pizuela.it,it,IT
80BD238A37C211D493DE005004D80FAF_REDUCED,LTS,False,BedBreakfast,46.6925,11.8919,Apartments Plaies,False,39030.0,San Martino in Badia,Apartments Plaies,+39 333 8797119,"Piccolino, Str. Picolin 56",http://www.ustariaposta.it,it,IT
160BE75902F811D39D9900A024A7F047_REDUCED,LTS,False,BedBreakfast,46.559632,11.730511,Apartments Plancker Alex,False,39048.0,Selva - Val Gardena,Apartments Plancker Alex,+39 0471 790031,Str. Plan da Tieja 38,http://www.plancker.com,it,IT
0D85387712D621E30B3C8DA830090FFC_REDUCED,LTS,False,BedBreakfast,46.5728,11.6775,Apartments Plancker Alexandra,False,39046.0,Ortisei - Val Gardena,Apartments Plancker Alexandra,+39 0471 790031,Str. Sotria 68/B,http://www.plancker.com,it,IT
824D874929E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.576848,11.670689,Apartments Plan de Mureda,False,39046.0,Ortisei - Val Gardena,Apartments Plan de Mureda,+39 335 5459163,Str. Sneton 41,https://www.plandemureda.it,it,IT
FDE7329B927F06DC29C8E735761CDDD2_REDUCED,LTS,False,BedBreakfast,46.558506,11.711125,Apartments Plan de Socrep,False,39047.0,S. Cristina - Val Gardena,Apartments Plan de Socrep,+39 0471 792224,Str. Plan dala Sia 7,http://www.plandesocrep.com,it,IT
80BD239C37C211D493DE005004D80FAF_REDUCED,LTS,False,Farm,46.6844,11.8961,Apartments Planhof,False,39030.0,San Martino in Badia,Apartments Planhof,+39 0474 523046,"Via Miri, 124",http://www.planhof-lamontanara.com,it,IT
119F485EFF14CAFBEE771322BF66D330_REDUCED,LTS,False,Farm,46.7315,11.8674,Apartments Plazahof - Bauernhof,False,39030.0,San Vigilio di Marebbe,Apartments Plazahof - Agriturismo,+39 338 5850869,"Rina, Str. Tintal, 5",http://www.plazahof.it,it,IT
C0DF917276D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.56,11.7153,Apartments Ploner,False,39047.0,S. Cristina - Val Gardena,Apartments Ploner,+39 0471 793385,Str. Paul 61,https://www.plonervalgardena.it,it,IT
73ABB3A9F18AF47A1240BC5747494A65_REDUCED,LTS,False,BedBreakfast,46.737875,12.165384,Apartments Ploner - durchatmen,False,39039.0,Villabassa,Apartments Ploner - respirare,+39 348 2338923,"Via Hans Wassermann, 11",http://www.apartmentsploner.com,it,IT
C0DF9CBD76D911D18F2900A02427D15E_REDUCED,LTS,False,Farm,46.561931,11.752441,Apartments Plotschhof - Bauernhof,False,39048.0,Selva - Val Gardena,Apartments Plotschhof - Agriturismo,+39 0471 795588,Str. Daunëi 71,http://www.plotschhof.com,it,IT
7720295526E01FBCA94D18077277EE59_REDUCED,LTS,False,Farm,46.646998,11.863614,Apartments Porta-Kaiser - Bauernhof,False,39030.0,San Martino in Badia,Apartments Porta-Kaiser - Agriturismo,+39 0474 590001,"Longiarù, Str. Vì-Laguscel, 36",http://www.porta-kaiser.it,it,IT
C0DFA50E76D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.5549,11.7611,Apartments Pössnecker,False,39048.0,Selva - Val Gardena,Apartments Pössnecker,+39 0471 795371,Str. Nives 63,http://www.miavalgardena.it/de/selva-gardena/poessnecker/,it,IT
824D869229E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.572,11.6819,Apartments Poz-Vinatzer Markus,False,39046.0,Ortisei - Val Gardena,Apartments Poz-Vinatzer Markus,+39 339 6532526,Str. Grohmann 36,,it,IT
824D87F729E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5786,11.6709,Apartments Prabosch,False,39046.0,Ortisei - Val Gardena,Apartments Prabosch,+39 339 7969022,Str. Sobosch 8,https://www.prabosch.com,it,IT
C532FFC9D7320A3BFEBB21EA4EAE3DF5_REDUCED,LTS,False,BedBreakfast,46.570871,11.682922,Apartments Pra Ciarea,False,39046.0,Ortisei - Val Gardena,Apartments Pra Ciarea,+39 0471 791016,Str. Grohmann 113-117,http://www.praciarea.com,it,IT
824283A1C7E945DE987B0F528459F950_REDUCED,LTS,False,Farm,46.5789,11.6526,Apartments Pradac,False,39046.0,Ortisei - Val Gardena,Apartments Pradac,+39 0471 796862,Str. Mureda 155,http://www.pradac.eu,it,IT
3B9F03E1A7AB7FA3696AF8903214BD55_REDUCED,LTS,False,BedBreakfast,46.5584,11.7236,Apartments Pra De Metz,False,39047.0,S. Cristina - Val Gardena,Apartments Pra De Metz,+39 338 4262692,Str. Iman 1,https://www.prademetz.it,it,IT
E1CEC824F8C011D2B6650020AFB782AB_REDUCED,LTS,False,BedBreakfast,46.5602,11.7298,Apartments Pramulin,False,39048.0,Selva - Val Gardena,Apartments Pramulin,+39 0471 793003,Str. Plan da Tieja 17,http://www.villaelise.com,it,IT
824D883C29E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5767,11.6686,Apartments Pramureda,False,39046.0,Ortisei - Val Gardena,Apartments Pramureda,+39 0471 797150,Str. Mureda 25,,it,IT
B85F4F1B49F64EFDBD2E1233621733FB_REDUCED,LTS,False,BedBreakfast,46.57,11.6853,Apartments Prapaul,False,39046.0,Ortisei - Val Gardena,Apartments Prapaul,+39 333 8333713,Str. Grohmann 165,,it,IT
C0DFA2A676D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.5616,11.7324,Apartments Praruf,False,39048.0,Selva - Val Gardena,Apartments Praruf,+39 0471 786250,Str. Plan da Tieja 37,http://www.apartment4.holiday/apartment.php?ap=praruf,it,IT
C0DF917D76D911D18F2900A02427D15E_REDUCED,LTS,False,Farm,46.5585,11.719,Apartments Prasquell Hof - Bauernhof,False,39047.0,S. Cristina - Val Gardena,Apartments Prasquell Hof - Agriturismo,+39 0471 792041,Str. Chemun 40,,it,IT
824D884529E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5747,11.6656,Apartments Prauridl,False,39046.0,Ortisei - Val Gardena,Apartments Prauridl,+39 0471 797047,Str. Purger 58/1,http://www.hotelmaria.cc,it,IT
C0DF918876D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.5631,11.7331,Apartments Praverd,False,39047.0,S. Cristina - Val Gardena,Apartments Praverd,+39 328 2340284,Str. Cisles 169,http://www.apartments-praverd.jimdo.com,it,IT
824D87FA29E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.578627,11.678302,Apartments Pravert,False,39046.0,Ortisei - Val Gardena,Apartments Pravert,+39 0471 797510,Str. Cuca 66,http://www.pravert.com,it,IT
C0DFA01776D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.557156,11.750332,Apartments Predes,False,39048.0,Selva - Val Gardena,Apartments Predes,+39 0471 795378,Str. Mëisules 71,http://www.predes.it,it,IT
C0DF919076D911D18F2900A02427D15E_REDUCED,LTS,True,BedBreakfast,46.553475,11.723099,Apartments Prensanueva,False,39047.0,S. Cristina - Val Gardena,Apartments Prensanueva,+39 0471 792311,Str. Pana 21,http://www.prensanueva.it,it,IT
80BD239037C211D493DE005004D80FAF_REDUCED,LTS,False,BedBreakfast,46.6742,11.9022,Apartments Preroman,False,39030.0,San Martino in Badia BZ,Apartments Preroman,+39 348 7748586,Str. Preroman 5,http://ciasapreroman.smoobu.net,it,IT
74CDABC07A475125F201E7A2867D4942_REDUCED,LTS,False,Farm,46.703659,11.881092,Apartments Prestihof - Bauernhof,False,39030.0,San Vigilio di Marebbe,Apartments Maso Presti - Agriturismo,+39 329 4119045,"Rina, Str. Rina, 7",http://www.prestihof.jimbo.com,it,IT
824D87A629E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5731,11.6775,Apartments Promenade,False,39046.0,Ortisei - Val Gardena,Apartments Promenade,+39 335 8421168,Str. Stufan 72,http://www.apartments-promenade.com,it,IT
C0DF919C76D911D18F2900A02427D15E_REDUCED,LTS,False,Farm,46.5606,11.6994,Apartments Puciacia - Bauernhof,False,39047.0,S. Cristina - Val Gardena,Apartments Puciacia - Agriturismo,+39 339 3399211,Str. Mulin d'Odum - Str. Rives 4,http://www.puciacia.com,it,IT
C0DFA2B276D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.556083,11.756963,Apartments Puez,False,39048.0,Selva - Val Gardena,Apartments Puez,+39 0471 794040,Str. Nives 5,http://www.lamajon.it/de/apartments/app-puez.html,it,IT
FE6F3C21ADC51E64DAC75AF9F5BD95B7_REDUCED,LTS,False,BedBreakfast,46.562169,11.635831,Apartments Pufels Nr. 9,False,39046.0,Ortisei - Val Gardena,Apartments Pufels Nr. 9,+39 339 7786411,Bulla 9,,it,IT
BC0F79D2102911D2AFB7006008816738_REDUCED,LTS,False,BedBreakfast,46.567211,11.690569,Apartments Puntea,False,39047.0,S. Cristina - Val Gardena,Apartments Puntea,+39 0471 798256,Str. J. Skasa 28,,it,IT
C76A8D8C73233BFB3BF62BAB3B14D621_REDUCED,LTS,False,BedBreakfast,46.584557,11.693519,Apartments Puntedla,False,39046.0,Ortisei - Val Gardena,Apartments Puntedla,+39 333 5437287,Str. Cuca 181,http://www.puntedla.it,it,IT
C0DF91B376D911D18F2900A02427D15E_REDUCED,LTS,False,Farm,46.5622,11.7192,Apartments Puzehof - Bauernhof,False,39047.0,S. Cristina - Val Gardena,Apartments Puzehof - Agriturismo,+39 0471 793346,Str. Plesdinaz 148,http://www.puzehof.com,it,IT
CC4F1200287E11D395F300805A139309_REDUCED,LTS,False,BedBreakfast,46.5936,11.6194,Apartments Rabanser,False,39040.0,Laion,Apartments Rabanser,+39 0471 797338,Fraz.S.Pietro/Valle 17/A,http://www.rabanser.cc,it,IT
E1BE60C31EF5CAB867E353C0E28186C5_REDUCED,LTS,False,BedBreakfast,46.6713,11.2026,Apartments Raffeis,False,39012.0,Merano,Appartamenti Raffeis,+39 0473 210152,Via Val di Nova 29/C,http://www.raffeis.com,it,IT
AD894FC92D06A788DADACFDA5FDDB21D_REDUCED,LTS,False,BedBreakfast,46.5705,11.6826,Apartments Raiëta,False,39046.0,Ortisei - Val Gardena,Apartments Raiëta,+39 0471 786250,Str. Rezia 335,http://www.apartment4.holiday/apartment.php?ap=raieta,it,IT
AF4CC2F144D2DAFA29275B4A2D07719C_REDUCED,LTS,False,BedBreakfast,46.558528,11.75079,Apartments Rainell,False,39048.0,Selva - Val Gardena,Apartments Rainell,+39 338 6064941,Str. Rainel 31/A,http://www.apartmentsbellaria.com/rainell-in-selva,it,IT
BFE7F61E50A40641FBAEE31637530784_REDUCED,LTS,False,BedBreakfast,46.858862,12.099448,Apartments Rainer,False,39030.0,39030 Rasun Anterselva,Apartments Rainer,+39 320 9179814,via St. Georg 12,,it,IT
3402FA10A82A018BC3AC807D7A737D2B_REDUCED,LTS,False,BedBreakfast,46.577396,11.668146,Apartments Rainer - with garden,False,39046.0,Ortisei - Val Gardena,Apartments Rainer - with garden,+39 0471 786250,Str. Meisules 1,http://www.apartment4.holiday/apartment.php?ap=rainer,it,IT
68AB0BF61EAD96307FE45419A0A0ABC0_REDUCED,LTS,True,BedBreakfast,46.577399,11.668123,Apartments Rainer - with view,False,39046.0,Ortisei - Val Gardena,Apartments Rainer - with view,+39 338 5775888,Str. Meisules 1,http://www.apartmentsrainer.com,it,IT
CA1B220EC1D8BC4361233B51A20FD499_REDUCED,LTS,False,BedBreakfast,46.499704,11.356692,APARTMENTS RATHAUS - MUNICIPIO,False,39100.0,Bolzano,APARTMENTS RATHAUS - MUNICIPIO,+39 0471 1882328,P.zza Municipio,,it,IT
58A3E98B2C565D52FEA440E46C059D7A_REDUCED,LTS,False,BedBreakfast,46.577776,11.672035,Apartments Ratitsch,False,39046.0,Ortisei - Val Gardena,Apartments Ratitsch,+39 348 7409263,Str. Sneton 59,,it,IT
D0ADE3AD62EA56AE83A9B9BEBB6536FC_REDUCED,LTS,False,BedBreakfast,46.579119,11.67491,Apartments Ravison,False,39046.0,Ortisei - Val Gardena,Apartments Ravison,+39 339 7420664,Str. Sobosch 51,http://www.ravison.it,it,IT
C0DFA09276D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.555069,11.74172,Apartments Recia,False,39048.0,Selva - Val Gardena,Apartments Recia,+39 376 0687771,Str. La Sëlva 61,http://www.apartmentsrecia.com,it,IT
162746547FA111D2A14100A0246F59E1_REDUCED,LTS,False,BedBreakfast,46.715,12.2211,apartments & relax Greta,False,39034.0,Dobbiaco,Apartments & Relax Greta,+39 333 6240196,"Seghe, 5",http://www.serani.info,it,IT
824D88FF29E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5788,11.6702,Apartments Rella Elena,False,39046.0,Ortisei - Val Gardena,Apartments Rella Elena,+39 0471 798662,Str. Sobosch 23,http://www.apartmentsobosch.it,it,IT
824D88FC29E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5714,11.6824,Apartments Rella Moroder Manuela,False,39046.0,Ortisei - Val Gardena,Apartments Rella Moroder Manuela,+39 333 7770321,Str. Grohmann 47,http://www.apartmentsrella.com,it,IT
4E858AB0975A0C01DD0D33A116DC3716_REDUCED,LTS,False,BedBreakfast,46.576592,11.661633,Apartments Rella Moroder Manuela,False,39046.0,Ortisei - Val Gardena,Apartments Rella Moroder Manuela,+39 333 7770321,Str. Nevel 96,http://www.apartmentsrella.com,it,IT
824D889629E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5766,11.6722,Apartments Reseda,False,39046.0,Ortisei - Val Gardena,Apartments Reseda,+39 0471 797234,Str. Roma 31,,it,IT
EAD25D1D091E11D3846900A024A7F01F_REDUCED,LTS,False,BedBreakfast,46.5547,11.7607,Apartments Resi,False,39048.0,Selva - Val Gardena,Apartments Resi,+39 0471 795206,Str. Nives 67,http://www.resi.bz,it,IT
87A18E06821822EA544F09FBFC30F423_REDUCED,LTS,False,BedBreakfast,46.780733,12.04933,Apartments Resi,False,39030.0,Rasun di Sotto,Apartments Resi,+39 333 2864102,Kirchdorf loc. 7,http://www.apartments-resi.com,it,IT
2A6D35E3315C11D486470050044B7053_REDUCED,LTS,False,HotelPension,46.5544,11.8594,Apartments Residence Alta Badia,False,39033.0,Colfosco,Apartments Residence Alta Badia,+39 335 7875219,Strada Sorá 65,http://www.raba.it,it,IT
B6613D014BF2D9B8232891063C0AB5DF_REDUCED,LTS,False,BedBreakfast,46.57247,11.676353,Apartments Rezia,False,39046.0,Ortisei - Val Gardena,Apartments Rezia,+39 335 5270656,Str. Rezia 229,http://www.rezia.eu,it,IT
824D891429E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.574321,11.673298,Apartments Riffeser Alma,False,39046.0,Ortisei - Val Gardena,Apartments Riffeser Alma,+39 0471 798355,Str. Rezia 45,,it,IT
824D867429E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5699,11.684,Apartments Rima,False,39046.0,Ortisei - Val Gardena,Apartments Rima,+39 0471 796039,Str. Rezia 347,,it,IT
B51FDAA8C8FC6B15C9EA100481DFD351_REDUCED,LTS,False,BedBreakfast,46.573,11.6751,Apartments Rina,False,39046.0,Ortisei - Val Gardena,Apartments Rina,+39 0471 797909,Str. Rezia 151,,it,IT
1201A09CF667025894897D88A1295171_REDUCED,LTS,False,BedBreakfast,46.6593,11.9353,Apartments Rit,False,39030.0,La Val,Apartments Rit,+39 338 5993874,Str. Tolpëi 4,http://www.apartments-rit.it,it,IT
C0DFA2BC76D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.5542,11.7613,Apartments Rita,False,39048.0,Selva - Val Gardena,Apartments Rita,+39 0471 795594,Str. Nives 73,http://www.mussner.biz,it,IT
A55564707BD211D7B5F00050DA39FD98_REDUCED,LTS,False,BedBreakfast,46.5614,11.7311,Apartments Roman,False,39047.0,S. Cristina - Val Gardena,Apartments Roman,+39 0471 790105,Via Cisles 103,http://www.apartmentsroman.com,it,IT
4A5033C83E2111D4ADB500E07D7BF1D1_REDUCED,LTS,False,BedBreakfast,46.6975,11.9431,Apartments Romantica,False,39030.0,San Vigilio di Marebbe,Apartments Romantica,+39 0474 501165,"Str. Al Plan dessora, 34",http://www.marebbe.com,it,IT
824D88ED29E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5715,11.6809,Apartments Romy,False,39046.0,Ortisei - Val Gardena,Apartments Romy,+39 347 1117484,Str. Rezia 290,http://www.myromy.com,it,IT
92FEFA9D4D1665EA6E61C9A5472ABB6D_REDUCED,LTS,False,BedBreakfast,46.557355,11.752682,Apartments Romys Apartment,False,39048.0,Selva - Val Gardena,Apartments Romys Apartment,+39 339 1467197,Via Col da Lech 4/1,http://www.apartmentsromy.com,it,IT
C0DFA0A676D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.55,11.7662,Apartments Rondula,False,39048.0,Selva - Val Gardena,Apartments Rondula,+39 333 3022121,Str. Mëisules 337,http://www.rondula-selva.it,it,IT
018C3E7F5FC111D5B2A00050DA39FD98_REDUCED,LTS,False,BedBreakfast,46.561994,11.726229,Apartments Rondula,False,39047.0,S. Cristina - Val Gardena,Apartments Rondula,+39 0471 786250,Str. Plesdinaz 43-45,https://www.apartment4.holiday/apartment.php?ap=rondula,it,IT
CA6B58A13D1F11D4B99700E07D035C68_REDUCED,LTS,False,BedBreakfast,46.7003,11.9303,Apartments Rosalpina,False,39030.0,San Vigilio di Marebbe,Apartments Rosalpina,+39 0474 501413,"Str. Plan de Corones, 1",http://www.appartamenti-rosalpina.com,it,IT
2CD4AC093D5011D4B99600E07D035C13_REDUCED,LTS,False,BedBreakfast,46.7003,11.9306,Apartments Rosalpina,False,39030.0,San Vigilio di Marebbe,Apartments Rosalpina,+39 0474 501424,"Str. Plan de Corones, 1",http://www.rosalpina.net,it,IT
CBF82ED0CE41610EF09BC9CD1779AF4B_REDUCED,LTS,False,BedBreakfast,46.559488,11.740072,Apartments Rosalpina,False,39048.0,Selva - Val Gardena,Apartments Rosalpina,+39 340 2775944,Str. La Poza 27,http://www.rosalpina.info,it,IT
F1DF290BA4F911D4984E0001029C8A74_REDUCED,LTS,False,BedBreakfast,46.6575,11.9247,Apartments Ruac,False,39030.0,La Val,Apartments Ruac,+39 0471 843069,Str. San Senese 15,http://www.ruac.it,it,IT
C0DFA40976D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.5578,11.7281,Apartments Ruacia de sëura,False,39048.0,Selva - Val Gardena,Apartments Ruacia de sëura,+39 0471 793032,Via Ruacia 8,http://www.ruaciahof.com,it,IT
C0DF8F7376D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.5603,11.7064,Apartments Ruiel,False,39047.0,S. Cristina - Val Gardena,Apartments Ruiel,+39 366 1215185,Str. Mulin d'Odum 9/11,https://www.ruiel.it,it,IT
267ADCDE15F52F9A7C34F51D56ED3E9B_REDUCED,LTS,False,BedBreakfast,46.574682,11.663686,Apartments Rumanon,False,39046.0,Ortisei - Val Gardena,Apartments Rumanon,+39 0471 786250,Str. Purger 84,http://www.apartment4.holiday/apartment.php?ap=rumanon,it,IT
C0DF91C876D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.5617,11.7239,Apartments Runggaldier,False,39047.0,S. Cristina - Val Gardena,Apartments Runggaldier,+39 338 3733447,Str. Plesdinaz 99,,it,IT
824D89D729E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5764,11.672,Apartments Runggaldier Max,False,39046.0,Ortisei - Val Gardena,Apartments Runggaldier Max,+39 0471 798302,Str. Roma 22,,it,IT
C25D31FCD6DF7A5FABB57FB0C15EB454_REDUCED,LTS,False,BedBreakfast,46.556977,11.752947,Apartments Rusctlea,False,39048.0,Selva - Val Gardena,Apartments Rusctlea,+39 0471 054970,Str. Rainel 59,http://www.rusctlea.com,it,IT
EA615CD594E011D2B48C004095429786_REDUCED,LTS,True,BedBreakfast,46.685388,11.131475,Apartments Ruster Resort,False,39022.0,Lagundo,Appartamenti Ruster Resort,+39 0473 222303,Via San Cassiano 1,http://www.ruster.com,it,IT
824D894129E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5774,11.6717,Apartments Rustica,False,39046.0,Ortisei - Val Gardena,Apartments Rustica,+39 335 7028864,via Sneton 53 /D,http://www.rustica.it,it,IT
824D88B429E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5775,11.6714,Apartments Salares,False,39046.0,Ortisei - Val Gardena,Apartments Salares,+39 0471 796553,Str. Sneton 53,http://www.rumanc.com,it,IT
A9E6FAD902838B0A1FB4E58E7D94B8A4_REDUCED,LTS,False,BedBreakfast,46.555977,11.760109,Apartments Sal Feur,False,39048.0,Selva - Val Gardena,Apartments Sal Feur,+39 0471 786250,Str. Puez 6,http://www.apartment4.holiday/apartment.php?ap=sal-feur,it,IT
C0DF909B76D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.562,11.7255,Apartments Salieta,False,39047.0,S. Cristina - Val Gardena,Apartments Salieta,+39 0471 793523,Str. Plesdinaz 49,https://www.salieta.com,it,IT
B13AD86B7AF2B8B992B9D0807B7C9263_REDUCED,LTS,False,Farm,46.650128,11.873399,Apartments Saliëta - Bauernhof,False,39030.0,St. Martin in Thurn,Apartments Saliëta - Agriturismo,+39 0474 646049,Longiarù - Strada Ties 31,http://www.salieta.it,it,IT
DB12EC99E265EB75ADC98C3AAC360A1E_REDUCED,LTS,False,BedBreakfast,46.577197,11.663972,Apartments Samont,False,39046.0,Ortisei - Val Gardena,Apartments Samont,+39 340 7367780,Str. Mureda 73,http://www.samont-apartments.com,it,IT
CAC8615110EA43ADB0088ACCA0F87B58_REDUCED,LTS,False,BedBreakfast,46.574448,11.671619,Apartments Sanoner Annemarie,False,39046.0,Ortisei - Val Gardena,Apartments Sanoner Annemarie,+39 335 455860,Str. Rezia 73/A,,it,IT
EAD25D0B091E11D3846900A024A7F01F_REDUCED,LTS,False,BedBreakfast,46.556496,11.754746,Apartments Sartëur,False,39048.0,Selva - Val Gardena,Apartments Sartëur,+39 0471 795128,Str. Mëisules 113,http://www.sarteur.it,it,IT
4CF0704F43B50A74112329E2964E926A_REDUCED,LTS,False,BedBreakfast,46.715702,11.943616,Apartments Sartu,False,39030.0,Pieve di Marebbe,Apartments  Sartu,+39 340 6755813,Str. Rara 20,http://www.sartu.info,it,IT
3CAB2D488E9911D6A3DC00A0C99C83BC_REDUCED,LTS,False,BedBreakfast,46.5647,11.5578,Apartments Sayonara,False,39040.0,Castelrotto,Apartments Sayonara,+39 335 5366400,Viale Misalt 2,http://www.apartments-sayonara.com,it,IT
E38D0C24ACB33333BA896E8EE4C8F6DD_REDUCED,LTS,False,BedBreakfast,46.655411,11.194648,Apartments Schaller,False,39012.0,Merano,Apartments Schaller,+49 1788 322378,Corso Libertá 96/b,,it,IT
5CA7EF311C8411D6B7690050BF12901B_REDUCED,LTS,False,BedBreakfast,46.517866,11.506272,Apartments Schlernheim,False,39050.0,Fiè allo Sciliar,Appartamenti Schlernheim,+39 0471 725575,Via Sciliar 10,http://www.schlernheim.com,it,IT
58F29C4DAA3BF2F3F934EEE8845D603F_REDUCED,LTS,False,BedBreakfast,46.503029,11.496962,Apartments Schlossblick,False,39050.0,Fiè allo Sciliar,Apartments Schlossblick,+39 0471 601022,Via Presule 13,http://www.schlossblick.org,it,IT
C0DFA41E76D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.5595,11.7477,Apartments Schlosser,False,39048.0,Selva - Val Gardena,Apartments Schlosser,+39 0471 795483,Str. Rainel 1,http://www.app-schlosser.it,it,IT
7163B096E1C447139F687B4A2730137C_REDUCED,LTS,False,BedBreakfast,46.5782,11.6655,Apartments Schmalzl,False,39046.0,Ortisei - Val Gardena,Apartments Schmalzl,+39 0471 798511,Str. Scurcià 49,http://www.villaschmalzl.com,it,IT
824D893829E711D599D20050DA7125DB_REDUCED,LTS,False,BedBreakfast,46.5777,11.663,Apartments Schmalzl Herta,False,39046.0,Ortisei - Val Gardena,Apartments Schmalzl Herta,+39 0471 797711,Str. Meisules 33,http://www.schmalzl.it,it,IT
3E54BAA3ADB24A8CAC6E3709241B0434_REDUCED,LTS,False,BedBreakfast,46.578504,11.66785,Apartments Scurcià,False,39046.0,Ortisei - Val Gardena,Apartments Scurcià,+39 0471 796271,Str. Scurcià 36,http://www.scurcia.com,it,IT
982E585EB30F18BE7353C299584207B9_REDUCED,LTS,False,BedBreakfast,46.57816,11.666176,Apartments Scurcià 41,False,39046.0,Ortisei - Val Gardena,Apartments Scurcià 41,+39 347 8384940,Str. Scurcià 41,http://www.scurcia41.it,it,IT
C0DFA2C676D911D18F2900A02427D15E_REDUCED,LTS,False,BedBreakfast,46.556906,11.745684,Apartments Seida,False,39048.0,Selva - Val Gardena,Apartments Seida,+39 0471 786250,Str. Piciulëi 3,http://www.apartment4.holiday/apartment.php?ap=seida,it,IT
B232A419E65CDE57A6657A8E4A7F46EB_REDUCED,LTS,False,BedBreakfast,46.574636,11.680425,Apartments Sellablick,False,39046.0,Ortisei - Val Gardena,Apartments Sellablick,+39 0471 786250,Str. Sacun 39,http://www.apartment4.holiday/apartment.php?ap=sellablick,it,IT
2AD8E64EF1F48A4AFFF62CF3D0BF506B_REDUCED,LTS,False,BedBreakfast,46.240635,11.210573,Apartments Semmelhof,False,39040.0,Salorno,Apartments Semmelhof,+39 328 1842646,Via Macello 5,,it,IT
7F52FC29818E411C03F417B6ADFCC4B2_REDUCED,LTS,False,BedBreakfast,46.576222,11.666473,Apartments Senoner Emilia,False,39046.0,Ortisei - Val Gardena,Apartments Senoner Emilia,+39 0471 798406,Str. Tavella 15,,it,IT
3FF2E15AC8C01D850668239FD1384BAC_REDUCED,LTS,False,BedBreakfast,46.574294,11.666114,Apartments Senoner Ivan,False,39046.0,Ortisei - Val Gardena,Apartments Senoner Ivan,+39 0471 793351,Str. Zitadella 9,http://www.apartments-christin.com,it,IT
